id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag,image_path,image_exists,phash
10613,Women,Footwear,Shoes,Casual Shoes,White,Spring,2013.0,Casual,Carlton London Women Casual White Casual Shoes,Mixed,CLTH-010613,dataset\images\10613.jpg,True,bf92c06d1ec4631b
13096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men NBA BoldBlue T-shirts,Cotton,CLTH-013096,dataset\images\13096.jpg,True,ecd3b30fc869302b
9029,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men Mairin Brown Casual Shoes,Mixed,CLTH-009029,dataset\images\9029.jpg,True,bf97c06836976a48
42634,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Bracelet,Mixed,CLTH-042634,dataset\images\42634.jpg,True,e893876c79866c39
26371,Women,Apparel,Topwear,Shrug,Pink,Summer,2012.0,Casual,Arrow Woman Check Pink Shirt,Mixed,CLTH-026371,dataset\images\26371.jpg,True,b4c332cb3a8da39a
12144,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas,Cotton,CLTH-012144,dataset\images\12144.jpg,True,b0cbc392c97ccc3c
6061,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Roundneck With Big Print White T-shirt,Cotton,CLTH-006061,dataset\images\6061.jpg,True,e793304b2c669b99
47346,Women,Accessories,Bags,Clutches,White,Summer,2012.0,Casual,Baggit Women White Purse,Mixed,CLTH-047346,dataset\images\47346.jpg,True,bec1c23ec9969649
17436,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A390,Metal,CLTH-017436,dataset\images\17436.jpg,True,bc3bc39c4e639264
9815,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Converse Men As Sketch Hi Black Casual Shoes,Mixed,CLTH-009815,dataset\images\9815.jpg,True,bd1cc0e2279bd86c
23603,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Nike Fragrances Men Urban Musk Perfume 75 ml,Mixed,CLTH-023603,dataset\images\23603.jpg,True,b066ce99cb9b8364
29339,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Probase Men Striped Grey T-shirt,Cotton,CLTH-029339,dataset\images\29339.jpg,True,b1933192394ccde7
46294,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Jacques M Men Coquette W Deodorant,Mixed,CLTH-046294,dataset\images\46294.jpg,True,b333cd6626cccc32
12978,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men F10 Trx Blue Sports Shoes,Synthetic,CLTH-012978,dataset\images\12978.jpg,True,bf95c0603b95627a
53110,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,Mixed,CLTH-053110,dataset\images\53110.jpg,True,e4389bc7643899cd
5280,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Logo Green Grey Polo T-shirt,Cotton,CLTH-005280,dataset\images\5280.jpg,True,b993319b38c546c7
4352,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mickey Men's Mickey Grapfitti White T-shirt,Cotton,CLTH-004352,dataset\images\4352.jpg,True,e6e4668f3092ca9e
45075,Women,Apparel,Innerwear,Bra,Blue,Winter,2015.0,Casual,Bwitch Blue & Black Flair Bra,Mixed,CLTH-045075,dataset\images\45075.jpg,True,aa6a74c4b3c3a13b
15705,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Nike Men Tennis Black Track Pants,Polyester,CLTH-015705,dataset\images\15705.jpg,True,bc73c3ccc38cc30d
40507,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch,Metal,CLTH-040507,dataset\images\40507.jpg,True,e12496c9ca96bd59
1620,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010.0,Sports,Reebok Men Micro Shorts,Polyester,CLTH-001620,dataset\images\1620.jpg,True,e825c1e527c565ce
24042,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt,Cotton,CLTH-024042,dataset\images\24042.jpg,True,e19393933869e5c6
10277,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Smart Casual,Clarks Men Black Leather Semiformal Shoes,Mixed,CLTH-010277,dataset\images\10277.jpg,True,bf95c0683f97c148
56462,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Streetwear Plum Shine Nail Polish # 36,Mixed,CLTH-056462,dataset\images\56462.jpg,True,b3b3cc2c8ccf243c
25190,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Striped Brown Handbag,Leather,CLTH-025190,dataset\images\25190.jpg,True,bdc2c63cd89919c3
42250,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Sepia Women Grey Tops,Cotton,CLTH-042250,dataset\images\42250.jpg,True,e492f3cb96498c8b
3177,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Dual Fusion White Green Shoe,Synthetic,CLTH-003177,dataset\images\3177.jpg,True,da94c46b3b94645b
26715,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Large Logo Blue T-shirt,Cotton,CLTH-026715,dataset\images\26715.jpg,True,e496b3da294d34ca
12520,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,Mixed,CLTH-012520,dataset\images\12520.jpg,True,bf95c06a3e97c848
30670,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,Plastic,CLTH-030670,dataset\images\30670.jpg,True,e28c9d736a8c956a
43382,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Numero Uno Men Brown Flip Flops,Rubber,CLTH-043382,dataset\images\43382.jpg,True,ee94d1683697c878
16180,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Enroute Men Leather Brown Formal Shoes,Mixed,CLTH-016180,dataset\images\16180.jpg,True,bf97c06037974a2c
51647,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Dial Chronograph Watch FS4703,Metal,CLTH-051647,dataset\images\51647.jpg,True,f0c7974dda309992
6405,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Lotto Men Cross Brown Floater,Leather,CLTH-006405,dataset\images\6405.jpg,True,bb34c04b3d976266
18826,Men,Accessories,Wallets,Wallets,Brown,Summer,2011.0,,Peter England Men Statements Brown Wallet,Mixed,CLTH-018826,dataset\images\18826.jpg,True,adc7d2383d8664c3
17052,Men,Footwear,Sandal,Sandals,Black,Spring,2013.0,Casual,Gas Men Venice Slipper,Leather,CLTH-017052,dataset\images\17052.jpg,True,ec94d36a3c9743c8
2899,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Wedding Collection Gold Heels,Mixed,CLTH-002899,dataset\images\2899.jpg,True,b996c6319c67b198
23267,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch,Metal,CLTH-023267,dataset\images\23267.jpg,True,abc0b40fc23f4bf0
26527,Men,Footwear,Shoes,Casual Shoes,Red,Spring,2013.0,Casual,Gas Men Freetime Red Casual Shoes,Mixed,CLTH-026527,dataset\images\26527.jpg,True,bf9cc0603f9fc260
12712,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Nike Women Dual Fusion Silver Sports Shoes,Synthetic,CLTH-012712,dataset\images\12712.jpg,True,ba94c14b17b57a1a
42062,Unisex,Accessories,Bags,Mobile Pouch,Green,Summer,2012.0,Casual,American Tourister Unisex Green Camera Bag,Mixed,CLTH-042062,dataset\images\42062.jpg,True,b3cccc33ccc932c6
31590,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Mark Taylor Men Printed Off White T-shirt,Cotton,CLTH-031590,dataset\images\31590.jpg,True,e6c634cb34cb981b
3345,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Executive White T-shirt,Cotton,CLTH-003345,dataset\images\3345.jpg,True,b3b3309334ce319b
30442,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Blue Slim Fit Jeans,Denim,CLTH-030442,dataset\images\30442.jpg,True,b4396663d9666362
2297,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Women DPT Pink T-shirt,Cotton,CLTH-002297,dataset\images\2297.jpg,True,bc2fcfc4d0304b0f
48558,Men,Accessories,Belts,Belts,Black,Spring,2013.0,Casual,Levitate Men Black Belt,Leather,CLTH-048558,dataset\images\48558.jpg,True,eb1894e76b18b4e1
23869,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,ADIDAS Men Navy Blue T-shirt,Cotton,CLTH-023869,dataset\images\23869.jpg,True,e49696c73c69b492
54107,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women White Sandals,Mixed,CLTH-054107,dataset\images\54107.jpg,True,bb94cc63339c6331
35130,Women,Accessories,Jewellery,Bangle,Green,Winter,2012.0,Casual,Allen Solly Woman Green Bangle,Mixed,CLTH-035130,dataset\images\35130.jpg,True,ad96f0c9c345cd26
22187,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,Mixed,CLTH-022187,dataset\images\22187.jpg,True,bf97c0682c955a5a
51475,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Light Blue Jeans,Denim,CLTH-051475,dataset\images\51475.jpg,True,b1389a19cd368d67
17260,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Ivory Polo Tshirt,Cotton,CLTH-017260,dataset\images\17260.jpg,True,e59632cf21d89b23
23055,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Arrow Sport Men Brown Striped T-shirt,Cotton,CLTH-023055,dataset\images\23055.jpg,True,e0c7a6cf3c692487
6637,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Nike Women's Tenkay Slip Red Shoe,Mixed,CLTH-006637,dataset\images\6637.jpg,True,ba9ec5603a1fb168
47510,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Facit Men Charcoal Brief,Mixed,CLTH-047510,dataset\images\47510.jpg,True,bf93cc2334c39334
10879,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Grey T-shirt,Cotton,CLTH-010879,dataset\images\10879.jpg,True,e4c636ce30d99636
59618,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red & Gold Printed Collection for Wedding Sari,Mixed,CLTH-059618,dataset\images\59618.jpg,True,f1c69acb9c30c969
21702,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4310,Metal,CLTH-021702,dataset\images\21702.jpg,True,bc34d09b0b4fcb31
4160,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Women's Think Green White T-shirt,Cotton,CLTH-004160,dataset\images\4160.jpg,True,e567649a9e9a8c61
45247,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Vintage Collection Digital Watch F-94WA-9DG(D053),Metal,CLTH-045247,dataset\images\45247.jpg,True,e11887b1dacf8d68
24270,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Quiksilver Men Navy Blue T-shirt,Cotton,CLTH-024270,dataset\images\24270.jpg,True,acc3964f3c6934c3
10045,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Heroes Party Graphic Blue Tshirts,Cotton,CLTH-010045,dataset\images\10045.jpg,True,e9c684c6d8786c37
57782,Women,Personal Care,Skin Care,Face Moisturisers,Cream,Spring,2017.0,Casual,Lotus Herbals Nutramoist Skin Renewal Daily Cream,Mixed,CLTH-057782,dataset\images\57782.jpg,True,ea85956acab566c8
32315,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Q&Q Women Pink Dial Watch,Metal,CLTH-032315,dataset\images\32315.jpg,True,b4dbc0cf0b34c58b
56650,Women,Apparel,Topwear,Kurtis,Purple,Fall,2012.0,Ethnic,Mumbai Slang Women Purple Kurti,Mixed,CLTH-056650,dataset\images\56650.jpg,True,b133e7c7ce3089c2
27268,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Mother Earth Women Printed Cream Kurta,Cotton,CLTH-027268,dataset\images\27268.jpg,True,a4c732cd38cf92c9
6896,Women,Apparel,Bottomwear,Trousers,Black,Summer,2011.0,Casual,Forever New Women Black Trouser,Denim,CLTH-006896,dataset\images\6896.jpg,True,b392cd3233cccccc
8130,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Non Leather Dark Choclate Colour Brown Belts,Leather,CLTH-008130,dataset\images\8130.jpg,True,eb7e94814f5e3061
19567,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Striped White TShirt,Cotton,CLTH-019567,dataset\images\19567.jpg,True,b0c3a6c6387999e5
55648,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,Mixed,CLTH-055648,dataset\images\55648.jpg,True,bb92c06d3f92682d
7944,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Riddim Mood Indigo Yellow Green T-shirt,Cotton,CLTH-007944,dataset\images\7944.jpg,True,e196c69738386793
13861,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts,Cotton,CLTH-013861,dataset\images\13861.jpg,True,e193b69b3849e48d
28220,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017.0,Casual,YARDLEY Men Legend Deo,Mixed,CLTH-028220,dataset\images\28220.jpg,True,e4329bc999c631dc
7178,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Jealous 21 Women Medium Dark Blue Jegging,Polyester,CLTH-007178,dataset\images\7178.jpg,True,bc369bc9c6c1c4c6
36128,Men,Accessories,Wallets,Wallets,Burgundy,Fall,2012.0,Casual,OTLS Men Burgundy Mark Wallet,Mixed,CLTH-036128,dataset\images\36128.jpg,True,e89783783e6d94c2
41846,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,ADIDAS Unisex Navy Blue Backpack,Canvas,CLTH-041846,dataset\images\41846.jpg,True,adc0d23f987865e1
59085,Women,Apparel,Innerwear,Briefs,Black,Summer,2017.0,Casual,Peri Peri Women Black Brief,Mixed,CLTH-059085,dataset\images\59085.jpg,True,ff1798c6214a4ec6
58157,Women,Accessories,Bags,Handbags,Orange,Summer,2015.0,Casual,Be For Bag Women Orange & White Bags,Leather,CLTH-058157,dataset\images\58157.jpg,True,ad96c2699d3dc44a
57923,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,2012.0,Casual,Femella Women Navy Blue Leggings,Mixed,CLTH-057923,dataset\images\57923.jpg,True,e479cb66185c6363
36914,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Estate Wallet,Mixed,CLTH-036914,dataset\images\36914.jpg,True,ac94d37b3434c6c3
39160,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aneri Women Purple Kurta,Cotton,CLTH-039160,dataset\images\39160.jpg,True,e1cf96965859932c
32588,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Only Women Brown Shorts,Polyester,CLTH-032588,dataset\images\32588.jpg,True,b03ccbcb8893cc67
1881,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,FIFA Mens France 1938 Grey T-shirt,Cotton,CLTH-001881,dataset\images\1881.jpg,True,f887679a289cc966
41248,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Arrow Men Black Belt,Leather,CLTH-041248,dataset\images\41248.jpg,True,afc0902f6fd0942f
11538,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,Cotton,CLTH-011538,dataset\images\11538.jpg,True,e592679ae6890e99
14876,Women,Apparel,Bottomwear,Stockings,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Stockings,Mixed,CLTH-014876,dataset\images\14876.jpg,True,e765999a989a989a
2638,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2010.0,Formal,Carlton London Men's Semi Formal Coffee Shoe,Mixed,CLTH-002638,dataset\images\2638.jpg,True,bf95c0683f974864
18687,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Hanes Women Pack of Three 100% Cotton Plain Hipsters,Mixed,CLTH-018687,dataset\images\18687.jpg,True,ef1990e41b0f25d9
19755,Unisex,Accessories,Watches,Watches,Lavender,Winter,2016.0,Casual,Ice Unisex Sili Lavender Watch,Metal,CLTH-019755,dataset\images\19755.jpg,True,b6ced0394bc69c31
46851,Girls,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,Barbie Girls Pink Flip Flops,Rubber,CLTH-046851,dataset\images\46851.jpg,True,ec92c3693c966b38
8302,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men's Premier Aztrec 3 White Orange Shoe,Synthetic,CLTH-008302,dataset\images\8302.jpg,True,be3fc5624885635a
49025,Women,Accessories,Jewellery,Ring,Silver,Summer,2013.0,Casual,Lucera Women Setbof Two  Silver Ring,Mixed,CLTH-049025,dataset\images\49025.jpg,True,e79c983331666699
28012,Men,Apparel,Innerwear,Trunk,Black,Winter,2016.0,Casual,Jockey ZONE STRETCH Men Black Trunks US20,Mixed,CLTH-028012,dataset\images\28012.jpg,True,fa85817a667a6685
27866,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers For Her Striped Purple Shirt,Cotton,CLTH-027866,dataset\images\27866.jpg,True,b4c3329ec33acb31
6298,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Summer Blue Flats,Mixed,CLTH-006298,dataset\images\6298.jpg,True,bec1c13c3ec36836
31903,Women,Apparel,Innerwear,Briefs,White,Summer,2015.0,Casual,Hear 2 Heart Women White Briefs H2H-3-2011,Mixed,CLTH-031903,dataset\images\31903.jpg,True,a71dd8e22f1d92e0
49819,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Rubber,CLTH-049819,dataset\images\49819.jpg,True,bc96c36d3c966138
5079,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Being Human Women White Silicon Strap Stones Watch,Metal,CLTH-005079,dataset\images\5079.jpg,True,e093926c4f33b4ce
58701,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,ALayna Women Printed White Kurta,Cotton,CLTH-058701,dataset\images\58701.jpg,True,e592b6980f99e998
11960,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Ganuchi Men Casual Black Casual Shoes,Mixed,CLTH-011960,dataset\images\11960.jpg,True,bb97c0683f976848
57749,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lotus Herbals Natural Blend Comfort Liquid Buff Foundation 320,Mixed,CLTH-057749,dataset\images\57749.jpg,True,b333cdc68ccc3389
5845,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Summer Graphic White T-shirt,Cotton,CLTH-005845,dataset\images\5845.jpg,True,b6e330cb34c11b8f
25369,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Levis Men Green Innerwear Vest,Mixed,CLTH-025369,dataset\images\25369.jpg,True,b4c396cb2434cb9b
4997,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2013.0,Sports,Fila Men's Galliant Black Shoe,Synthetic,CLTH-004997,dataset\images\4997.jpg,True,bf96c0483f94725a
19331,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket,Polyester,CLTH-019331,dataset\images\19331.jpg,True,b4c3961e4a3fc54a
22970,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,U.S. Polo Assn. Black Unisex Lug-Laptop Backpacks,Canvas,CLTH-022970,dataset\images\22970.jpg,True,ae64c503c7de4a99
48593,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings,Mixed,CLTH-048593,dataset\images\48593.jpg,True,e93192c66d39b392
34815,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Casual,ADIDAS Men Climacool Boat SL Blue Sports Shoes,Synthetic,CLTH-034815,dataset\images\34815.jpg,True,be9ec161361ecac4
55822,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White & Pink Printed Night Suit S11-3231,Mixed,CLTH-055822,dataset\images\55822.jpg,True,e6699326999a6c99
46409,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,Cotton,CLTH-046409,dataset\images\46409.jpg,True,b1c3b3c93c0cccc7
16379,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Peter England Men Solid Black Trouser,Denim,CLTH-016379,dataset\images\16379.jpg,True,b136cbc9ce828e65
42895,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,French Connection Women Brown Belt,Leather,CLTH-042895,dataset\images\42895.jpg,True,ee91956e3a91649a
28476,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Urban Yoga Women Printed Black Kurta,Cotton,CLTH-028476,dataset\images\28476.jpg,True,b19bcf669b318c24
43947,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,Mixed,CLTH-043947,dataset\images\43947.jpg,True,a696c9693696c9e1
34029,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Palm Tree Boys Check Black Shirt,Cotton,CLTH-034029,dataset\images\34029.jpg,True,b11ecec3383c63c3
8554,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men Blue T-shirt,Cotton,CLTH-008554,dataset\images\8554.jpg,True,e4c69636c96931d3
49673,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Plastic,CLTH-049673,dataset\images\49673.jpg,True,e29c9d626a9cb16a
19103,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Printed Beige Kurta,Cotton,CLTH-019103,dataset\images\19103.jpg,True,b4c6e2679a8c9acc
13439,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Polo T-shirts,Cotton,CLTH-013439,dataset\images\13439.jpg,True,e69626db6199368c
43349,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Premier Zigfly Nano Sports Shoes,Synthetic,CLTH-043349,dataset\images\43349.jpg,True,bf94c0603f95d26a
9486,Unisex,Accessories,Bags,Backpacks,Black,Winter,2011.0,Casual,Puma Unisex Big Cat Black Backpacks,Canvas,CLTH-009486,dataset\images\9486.jpg,True,bd94d21b834a8d3d
3980,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Mr.Men Men's Always On The Move Red T-shirt,Cotton,CLTH-003980,dataset\images\3980.jpg,True,e686c61f6c18c3dc
29796,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Basics Men Black Shirt,Cotton,CLTH-029796,dataset\images\29796.jpg,True,e19687c67869a19b
28644,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Sports,Nike Women Striped Polo Purple T-shirt,Cotton,CLTH-028644,dataset\images\28644.jpg,True,b48fcb30c32d3d2a
2852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's What Me Rude Blue T-shirt,Cotton,CLTH-002852,dataset\images\2852.jpg,True,e18696cb18699c9f
17099,Women,Accessories,Wallets,Wallets,Navy Blue,Winter,2015.0,Casual,Lino Perros Women Flower Navy Blue Wallet,Mixed,CLTH-017099,dataset\images\17099.jpg,True,fac1853e6a81f4c5
58533,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,Plastic,CLTH-058533,dataset\images\58533.jpg,True,eb8c94636a94b578
20429,Women,Accessories,Belts,Belts,Brown,Winter,2015.0,Casual,Baggit Women Tickle Taj Brown Belt,Leather,CLTH-020429,dataset\images\20429.jpg,True,ba94c56b3e94614e
25967,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Femella Women Peach Top,Cotton,CLTH-025967,dataset\images\25967.jpg,True,b4c6e79b389886cc
4399,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Studs Washed Black T-shirt,Cotton,CLTH-004399,dataset\images\4399.jpg,True,f0c787366978c386
24089,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Sweatshirt,Polyester,CLTH-024089,dataset\images\24089.jpg,True,e4869e673139b8c3
44950,Women,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Kama Sutra Women Diva Deo,Mixed,CLTH-044950,dataset\images\44950.jpg,True,b3cecc33cc992266
45882,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,Metal,CLTH-045882,dataset\images\45882.jpg,True,e1999332cc659c9e
39504,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Duffle Bag,Mixed,CLTH-039504,dataset\images\39504.jpg,True,ee85917e85e1522b
52835,Women,Accessories,Jewellery,Earrings,Red,Fall,2012.0,Casual,Adrika Red Earrings,Mixed,CLTH-052835,dataset\images\52835.jpg,True,e992c6693892c76d
10846,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Falcon Print Blue T-Shirts,Cotton,CLTH-010846,dataset\images\10846.jpg,True,a4c296c73c69b497
37658,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White Socks,Mixed,CLTH-037658,dataset\images\37658.jpg,True,b138ce6198cec7cc
15508,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Cape Noble Brown Casual Shoes,Mixed,CLTH-015508,dataset\images\15508.jpg,True,ba94c16b37957a18
45278,Women,Accessories,Wallets,Wallets,Green,Summer,2012.0,Casual,Lino Perros Women Green Wallet,Mixed,CLTH-045278,dataset\images\45278.jpg,True,abd0946bd1946e95
11994,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Classic Polo Men Stripes White Tshirts,Cotton,CLTH-011994,dataset\images\11994.jpg,True,b7c332c36c33c833
38610,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Printed Cruis Black T-shirt,Cotton,CLTH-038610,dataset\images\38610.jpg,True,bc4bc3b4c31e4a3c
4963,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karl Blue White Kidswear,Cotton,CLTH-004963,dataset\images\4963.jpg,True,a49bce319b6431cb
